customer_id,cluster_id,cluster_name,pca_1,pca_2,cluster_distance
32,1,Clientes de alto valor,-8.706668,0.861389,3.118216
33,1,Clientes de alto valor,-4.717229,0.013123,3.011258
34,1,Clientes de alto valor,-8.746615,0.723441,2.301386
35,1,Clientes de alto valor,-8.206803,0.049092,1.940929
36,1,Clientes de alto valor,-6.794701,1.257939,3.589462
37,1,Clientes de alto valor,-6.417161,0.473023,0.820646
38,1,Clientes de alto valor,-5.486452,0.599815,1.551327
39,2,Clientes inactivos o en riesgo,-2.804774,0.219185,4.426220
40,1,Clientes de alto valor,-4.623890,0.214050,2.618595
41,1,Clientes de alto valor,-3.856356,0.636102,3.171310
42,1,Clientes de alto valor,-7.064529,0.348220,1.383295
43,1,Clientes de alto valor,-7.327667,0.467730,1.163657
44,1,Clientes de alto valor,-8.354545,0.652169,2.035774
45,1,Clientes de alto valor,-6.135822,-0.093201,2.460703
46,1,Clientes de alto valor,-8.457625,0.595305,1.959287
47,1,Clientes de alto valor,-7.563240,0.426946,1.133904
48,1,Clientes de alto valor,-5.676559,0.783019,1.615075
49,1,Clientes de alto valor,-6.830395,0.496940,1.559334
50,1,Clientes de alto valor,-8.024815,1.176585,3.433852
51,1,Clientes de alto valor,-5.944476,1.064918,3.040284
52,1,Clientes de alto valor,-5.862064,-0.020418,1.935982
53,1,Clientes de alto valor,-9.459338,0.850601,3.021252
54,1,Clientes de alto valor,-4.009074,0.725646,3.386497
55,1,Clientes de alto valor,-5.623528,0.853712,2.015522
56,1,Clientes de alto valor,-6.344979,0.132351,1.524780
57,1,Clientes de alto valor,-7.780856,1.071637,2.487660
58,1,Clientes de alto valor,-8.584131,1.016720,2.954495
59,1,Clientes de alto valor,-7.623986,0.686882,1.289430
60,1,Clientes de alto valor,-6.285093,0.293949,1.016651
61,1,Clientes de alto valor,-5.967095,0.660276,1.595487
62,1,Clientes de alto valor,-5.925286,0.384431,1.282036
63,1,Clientes de alto valor,-7.068732,-0.219457,1.790283
64,1,Clientes de alto valor,-7.699917,0.796506,1.603861
65,1,Clientes de alto valor,-6.861082,0.776140,1.887961
66,1,Clientes de alto valor,-5.517310,0.704557,1.846123
67,1,Clientes de alto valor,-7.396228,1.199775,3.412373
68,1,Clientes de alto valor,-4.431558,0.827461,3.520831
69,1,Clientes de alto valor,-7.720760,0.471712,1.030982
70,1,Clientes de alto valor,-7.058241,0.423656,0.828984
71,1,Clientes de alto valor,-3.937720,0.396825,3.130502
72,1,Clientes de alto valor,-10.050399,0.963115,3.811819
73,1,Clientes de alto valor,-5.209801,0.127703,2.676243
74,1,Clientes de alto valor,-5.244382,0.631844,2.657075
75,1,Clientes de alto valor,-6.605378,0.915916,1.677157
76,1,Clientes de alto valor,-6.786268,0.600070,0.929926
77,1,Clientes de alto valor,-4.459855,0.380032,2.726729
78,1,Clientes de alto valor,-4.896549,0.516924,2.201971
79,1,Clientes de alto valor,-4.673732,0.345991,2.476640
80,1,Clientes de alto valor,-6.433198,0.415402,0.999565
81,1,Clientes de alto valor,-6.490904,0.257818,1.503686
82,1,Clientes de alto valor,-7.408238,1.081309,1.693592
83,1,Clientes de alto valor,-9.680822,0.842760,3.097688
84,1,Clientes de alto valor,-9.908765,0.869420,3.331351
85,1,Clientes de alto valor,-7.963542,0.815944,1.361732
86,1,Clientes de alto valor,-7.068629,0.106864,1.520585
87,1,Clientes de alto valor,-4.331165,-0.055426,3.163686
88,1,Clientes de alto valor,-7.434795,1.264031,4.468694
89,1,Clientes de alto valor,-6.657895,-0.026566,1.617585
90,1,Clientes de alto valor,-8.538859,0.331168,2.389328
91,1,Clientes de alto valor,-5.416800,0.152772,1.913644
92,1,Clientes de alto valor,-6.400537,0.423231,0.815888
93,1,Clientes de alto valor,-7.857716,0.725300,1.163117
94,1,Clientes de alto valor,-7.702175,0.964969,1.862590
95,1,Clientes de alto valor,-6.340203,0.208216,1.856586
96,1,Clientes de alto valor,-7.946570,1.108095,2.040818
97,1,Clientes de alto valor,-9.087445,0.685433,2.617480
98,1,Clientes de alto valor,-10.135043,0.947794,3.823655
99,1,Clientes de alto valor,-5.855499,0.075371,1.422105
100,1,Clientes de alto valor,-6.871917,1.512536,3.568109
101,1,Clientes de alto valor,-4.861460,0.180830,2.403925
102,1,Clientes de alto valor,-8.028458,0.461628,1.578742
103,1,Clientes de alto valor,-6.871361,0.319257,1.673522
104,1,Clientes de alto valor,-5.328767,0.300451,2.595279
105,1,Clientes de alto valor,-7.150376,0.409765,1.794236
106,1,Clientes de alto valor,-7.197140,0.369523,0.848944
107,1,Clientes de alto valor,-6.696790,0.765400,0.913327
108,1,Clientes de alto valor,-5.894014,0.429994,1.492160
109,1,Clientes de alto valor,-6.950483,0.242799,2.051720
110,1,Clientes de alto valor,-7.939928,0.437480,1.966934
111,1,Clientes de alto valor,-7.030196,0.527941,0.840297
112,1,Clientes de alto valor,-8.863980,1.095237,2.886287
113,1,Clientes de alto valor,-6.548136,0.280469,1.800735
114,1,Clientes de alto valor,-6.373208,0.647135,0.703632
115,1,Clientes de alto valor,-7.237694,1.808708,3.782985
116,1,Clientes de alto valor,-6.535248,0.184044,0.715704
117,1,Clientes de alto valor,-8.930125,0.889161,2.484302
118,1,Clientes de alto valor,-8.279874,0.927448,2.619084
119,1,Clientes de alto valor,-4.448484,0.348696,2.756035
120,1,Clientes de alto valor,-3.892206,1.248861,3.995767
121,1,Clientes de alto valor,-8.035177,0.274310,2.327364
122,1,Clientes de alto valor,-6.399429,0.488081,0.674481
123,1,Clientes de alto valor,-7.790003,0.708960,1.269088
124,1,Clientes de alto valor,-5.349984,0.653840,1.743727
125,1,Clientes de alto valor,-7.440752,0.887315,2.775498
126,1,Clientes de alto valor,-5.609836,0.124045,2.585151
127,1,Clientes de alto valor,-5.959832,0.007844,1.712565
128,1,Clientes de alto valor,-7.342629,0.866651,1.553683
129,1,Clientes de alto valor,-5.880855,0.386193,1.285148
130,1,Clientes de alto valor,-6.856517,0.363569,0.569303
131,1,Clientes de alto valor,-6.287381,0.169368,1.590275
132,1,Clientes de alto valor,-6.624494,-0.144635,2.715224
133,1,Clientes de alto valor,-6.491999,0.224202,1.468801
134,1,Clientes de alto valor,-8.381390,0.510592,1.859976
135,1,Clientes de alto valor,-5.760940,0.491209,1.201518
136,1,Clientes de alto valor,-7.721458,0.633596,1.639368
137,1,Clientes de alto valor,-8.894272,0.107768,3.197611
138,1,Clientes de alto valor,-7.798383,0.124874,3.224332
139,1,Clientes de alto valor,-5.312023,0.317519,2.038895
140,1,Clientes de alto valor,-11.923324,1.195796,5.704733
141,1,Clientes de alto valor,-8.620071,-0.358029,3.221591
142,1,Clientes de alto valor,-7.470857,0.416960,1.631529
143,1,Clientes de alto valor,-5.553021,0.391448,1.786567
144,1,Clientes de alto valor,-5.762565,0.780969,1.599214
145,1,Clientes de alto valor,-4.603014,0.662604,2.455899
146,1,Clientes de alto valor,-8.053776,1.091878,2.551774
147,1,Clientes de alto valor,-7.097988,0.751228,1.491084
148,1,Clientes de alto valor,-8.904901,0.549028,3.429186
149,1,Clientes de alto valor,-8.865555,0.828237,2.337542
518,1,Clientes de alto valor,-8.494285,1.065348,2.149471
150,1,Clientes de alto valor,-3.770060,0.822515,3.308435
151,1,Clientes de alto valor,-3.577031,0.509557,3.452160
152,1,Clientes de alto valor,-8.172917,0.665920,1.440048
153,1,Clientes de alto valor,-6.759061,0.752582,0.622155
154,1,Clientes de alto valor,-6.043769,0.707085,1.134605
155,1,Clientes de alto valor,-6.110331,0.353505,1.210258
156,1,Clientes de alto valor,-7.858428,0.253618,2.159931
157,1,Clientes de alto valor,-7.339622,0.520602,0.768592
158,1,Clientes de alto valor,-7.941730,0.834516,2.552801
159,1,Clientes de alto valor,-5.969202,0.590140,0.963259
160,1,Clientes de alto valor,-4.872544,0.784081,2.462422
161,1,Clientes de alto valor,-6.620435,0.442831,1.496453
162,1,Clientes de alto valor,-8.218385,0.987821,2.569215
163,1,Clientes de alto valor,-10.236886,0.591937,3.845492
164,1,Clientes de alto valor,-7.338427,0.643247,0.808288
165,1,Clientes de alto valor,-7.328934,0.189966,1.875064
166,1,Clientes de alto valor,-8.045363,0.443400,1.814710
167,1,Clientes de alto valor,-6.447164,1.477216,3.726533
168,1,Clientes de alto valor,-9.304179,1.296308,4.577667
169,1,Clientes de alto valor,-3.511830,0.403140,3.590371
170,1,Clientes de alto valor,-4.950203,-0.124922,2.713337
171,1,Clientes de alto valor,-9.184224,0.567603,2.606883
172,1,Clientes de alto valor,-4.623159,0.464559,2.762221
173,1,Clientes de alto valor,-7.073715,0.157655,0.996400
174,1,Clientes de alto valor,-6.635221,0.693064,1.615063
175,1,Clientes de alto valor,-8.489356,0.182739,3.729349
176,1,Clientes de alto valor,-5.857125,0.280978,2.538382
177,1,Clientes de alto valor,-7.882120,0.550551,1.501095
178,1,Clientes de alto valor,-7.170210,0.826682,0.973699
179,1,Clientes de alto valor,-5.593282,0.596904,1.810828
180,1,Clientes de alto valor,-6.071517,-0.056152,1.634344
181,1,Clientes de alto valor,-8.847937,1.195933,3.563677
182,1,Clientes de alto valor,-8.279917,0.533677,1.878365
183,1,Clientes de alto valor,-13.715690,1.393920,7.586324
184,1,Clientes de alto valor,-5.525594,0.087564,2.562970
185,1,Clientes de alto valor,-3.904810,0.303817,3.237012
186,1,Clientes de alto valor,-5.654703,0.576086,1.299700
187,1,Clientes de alto valor,-8.892193,0.847149,2.491463
188,1,Clientes de alto valor,-6.944602,0.798090,1.792335
189,1,Clientes de alto valor,-7.089470,0.485885,0.775600
190,1,Clientes de alto valor,-4.666318,0.312031,2.952742
191,1,Clientes de alto valor,-8.042184,0.289729,2.522827
192,1,Clientes de alto valor,-7.875659,0.027176,2.286073
193,1,Clientes de alto valor,-6.250193,1.090892,1.861850
194,1,Clientes de alto valor,-5.051776,0.598298,2.219444
195,1,Clientes de alto valor,-8.673579,0.190183,2.358551
196,1,Clientes de alto valor,-6.299738,0.008869,2.438693
197,1,Clientes de alto valor,-6.036711,0.410041,1.264532
198,1,Clientes de alto valor,-11.550204,1.374532,5.532442
199,1,Clientes de alto valor,-3.837499,-0.140747,3.682690
200,1,Clientes de alto valor,-3.508731,-0.141045,3.838564
201,1,Clientes de alto valor,-7.096389,0.327790,1.087034
202,1,Clientes de alto valor,-7.398822,0.511902,1.046427
203,1,Clientes de alto valor,-7.521664,0.626315,0.885571
204,1,Clientes de alto valor,-7.039147,0.457128,0.901655
205,1,Clientes de alto valor,-5.046580,0.311546,2.502560
206,1,Clientes de alto valor,-5.290817,0.599625,2.858173
207,1,Clientes de alto valor,-7.334998,0.929196,1.479785
208,1,Clientes de alto valor,-5.897921,0.575546,1.262454
209,1,Clientes de alto valor,-5.017492,0.264731,2.682115
210,1,Clientes de alto valor,-7.303738,1.166802,1.494323
211,1,Clientes de alto valor,-6.237061,0.352216,1.506290
212,1,Clientes de alto valor,-11.164303,0.742812,5.327344
213,1,Clientes de alto valor,-6.836290,0.536182,0.639613
214,1,Clientes de alto valor,-11.627876,1.039951,5.527889
215,1,Clientes de alto valor,-6.314289,0.703667,0.933400
216,1,Clientes de alto valor,-8.377550,0.942178,2.683994
217,1,Clientes de alto valor,-9.749798,0.524002,3.506502
218,1,Clientes de alto valor,-6.673847,0.902934,2.592223
219,1,Clientes de alto valor,-5.964657,0.416485,1.374553
220,1,Clientes de alto valor,-7.029890,0.489592,1.877216
221,1,Clientes de alto valor,-6.052922,0.468023,1.271705
222,1,Clientes de alto valor,-8.365135,1.055162,2.651347
223,1,Clientes de alto valor,-5.304589,0.242757,2.031544
224,1,Clientes de alto valor,-5.731729,0.376230,1.668685
225,1,Clientes de alto valor,-8.326055,0.859318,2.557889
226,1,Clientes de alto valor,-9.167663,0.737669,2.605554
227,1,Clientes de alto valor,-6.530213,-0.033528,2.545532
228,1,Clientes de alto valor,-11.517369,0.585044,5.574361
229,1,Clientes de alto valor,-7.617659,0.495182,1.522188
230,1,Clientes de alto valor,-8.820217,0.430918,2.599143
231,1,Clientes de alto valor,-8.994041,0.828463,2.411465
232,1,Clientes de alto valor,-6.483916,1.068052,2.853944
233,1,Clientes de alto valor,-7.476431,0.363533,2.004801
234,1,Clientes de alto valor,-7.148032,0.665950,0.803064
235,1,Clientes de alto valor,-7.110443,0.951875,1.666302
236,1,Clientes de alto valor,-5.282752,0.446094,2.142256
237,1,Clientes de alto valor,-4.477986,0.392336,2.713878
238,1,Clientes de alto valor,-6.925330,0.992282,2.613052
239,1,Clientes de alto valor,-5.717692,0.362514,2.555046
240,1,Clientes de alto valor,-6.710466,0.149956,0.661681
241,1,Clientes de alto valor,-9.093163,0.968680,3.714468
242,1,Clientes de alto valor,-4.952142,0.413966,2.366201
243,1,Clientes de alto valor,-4.729123,0.131833,2.905853
244,1,Clientes de alto valor,-7.263149,0.764028,1.688172
245,1,Clientes de alto valor,-7.254964,0.617473,1.603329
246,1,Clientes de alto valor,-7.077951,0.421002,0.890910
247,1,Clientes de alto valor,-7.090763,0.752578,0.998227
248,1,Clientes de alto valor,-7.692159,0.794911,1.554999
249,1,Clientes de alto valor,-9.583371,1.272328,3.461961
250,1,Clientes de alto valor,-8.362144,0.627547,1.669816
251,1,Clientes de alto valor,-9.093453,0.616462,2.882903
252,1,Clientes de alto valor,-4.586957,0.564535,2.500466
253,1,Clientes de alto valor,-8.420017,0.519439,1.703410
254,1,Clientes de alto valor,-7.522361,0.649052,0.760147
255,1,Clientes de alto valor,-5.986788,0.281722,1.371144
256,1,Clientes de alto valor,-7.339270,1.077618,1.549066
257,1,Clientes de alto valor,-3.779726,0.093354,3.619420
258,1,Clientes de alto valor,-5.938247,0.111484,1.596945
259,1,Clientes de alto valor,-8.385790,0.269065,2.656429
260,1,Clientes de alto valor,-5.011695,0.242336,2.321605
261,1,Clientes de alto valor,-7.816719,0.670130,2.506559
262,1,Clientes de alto valor,-5.764860,0.691350,1.649839
263,1,Clientes de alto valor,-6.748819,0.668734,0.914493
264,1,Clientes de alto valor,-8.507280,0.820799,2.018108
265,1,Clientes de alto valor,-10.926226,1.131479,4.642509
266,1,Clientes de alto valor,-5.176149,0.292980,2.423187
267,1,Clientes de alto valor,-8.807832,0.518122,2.459613
268,1,Clientes de alto valor,-5.878460,0.691955,2.280307
269,1,Clientes de alto valor,-8.005588,0.549260,1.571118
270,1,Clientes de alto valor,-7.635963,0.881911,1.385442
271,1,Clientes de alto valor,-7.924244,0.616129,1.594126
272,1,Clientes de alto valor,-10.287137,0.992511,4.427850
273,1,Clientes de alto valor,-5.380103,0.395383,1.986562
274,1,Clientes de alto valor,-3.614160,0.332543,3.551254
275,1,Clientes de alto valor,-6.955628,0.648991,1.770663
276,1,Clientes de alto valor,-6.063702,0.391025,1.487078
277,1,Clientes de alto valor,-5.310859,0.266846,2.218261
278,1,Clientes de alto valor,-7.247548,0.314059,1.232987
279,1,Clientes de alto valor,-7.499024,0.431527,1.362344
280,1,Clientes de alto valor,-6.718858,0.375110,0.619410
281,1,Clientes de alto valor,-5.469395,0.327689,1.638832
282,1,Clientes de alto valor,-5.351505,0.203770,1.962507
283,1,Clientes de alto valor,-5.368949,0.112533,1.589590
284,1,Clientes de alto valor,-7.389741,0.722914,1.230006
285,1,Clientes de alto valor,-8.450397,0.409805,2.838091
286,1,Clientes de alto valor,-5.448548,0.753291,2.219589
287,1,Clientes de alto valor,-9.187706,0.636267,2.656053
288,1,Clientes de alto valor,-8.174496,0.780051,1.737527
289,1,Clientes de alto valor,-9.153804,0.544839,2.551679
290,1,Clientes de alto valor,-7.095332,0.303358,1.671745
291,1,Clientes de alto valor,-7.957891,0.320465,1.533454
292,1,Clientes de alto valor,-6.785866,-0.032479,0.862642
293,1,Clientes de alto valor,-8.201283,0.040187,3.498490
294,1,Clientes de alto valor,-6.985791,0.523340,0.677404
295,1,Clientes de alto valor,-10.365524,0.466229,4.194946
296,1,Clientes de alto valor,-8.931193,0.546506,2.611657
297,1,Clientes de alto valor,-4.783599,0.137408,2.643112
298,1,Clientes de alto valor,-4.281461,-0.000792,2.945921
299,1,Clientes de alto valor,-5.364120,0.565645,1.565521
300,1,Clientes de alto valor,-7.260527,0.239561,1.721522
301,1,Clientes de alto valor,-11.160597,1.144549,4.777308
302,1,Clientes de alto valor,-6.671897,0.568072,1.639277
303,1,Clientes de alto valor,-6.661919,0.661091,1.647910
304,1,Clientes de alto valor,-8.939858,0.523236,2.452288
305,1,Clientes de alto valor,-7.588098,0.600769,0.951664
306,1,Clientes de alto valor,-11.220076,1.241350,5.128207
307,1,Clientes de alto valor,-5.176483,0.499513,2.153035
308,1,Clientes de alto valor,-5.251805,-0.191394,2.202650
309,1,Clientes de alto valor,-5.842542,0.857911,2.167682
310,1,Clientes de alto valor,-8.257249,0.596459,1.906620
311,1,Clientes de alto valor,-6.750285,0.242686,1.638177
312,1,Clientes de alto valor,-4.774129,-0.037687,2.416165
313,1,Clientes de alto valor,-9.066218,0.546057,2.876426
314,1,Clientes de alto valor,-7.853754,0.445886,2.343586
315,1,Clientes de alto valor,-6.095019,0.860081,2.167756
316,1,Clientes de alto valor,-5.484271,0.619444,1.852862
317,1,Clientes de alto valor,-4.874897,0.225622,2.469306
318,1,Clientes de alto valor,-5.348166,0.516702,1.924114
319,1,Clientes de alto valor,-7.575558,0.462086,2.003739
320,1,Clientes de alto valor,-5.918558,0.275206,1.568737
321,1,Clientes de alto valor,-6.743396,0.654590,0.863265
322,1,Clientes de alto valor,-7.500372,0.984314,1.502211
323,1,Clientes de alto valor,-9.162827,1.054178,2.690969
324,1,Clientes de alto valor,-5.202601,0.276669,1.992761
325,1,Clientes de alto valor,-7.963276,1.148203,2.505345
326,1,Clientes de alto valor,-5.961115,0.304754,2.455447
327,1,Clientes de alto valor,-6.685830,0.792841,0.682988
328,1,Clientes de alto valor,-9.412747,1.374807,3.961577
329,1,Clientes de alto valor,-3.988068,0.321556,3.260552
330,1,Clientes de alto valor,-8.249293,0.990358,2.531808
331,1,Clientes de alto valor,-9.660226,1.242020,3.975520
332,1,Clientes de alto valor,-6.797050,0.606645,0.649442
333,1,Clientes de alto valor,-6.203394,0.204608,1.849529
334,1,Clientes de alto valor,-6.616611,0.326275,1.516512
335,1,Clientes de alto valor,-8.095922,0.813056,1.848486
336,1,Clientes de alto valor,-6.001313,0.470981,1.612096
337,1,Clientes de alto valor,-7.887783,0.638912,1.641873
338,1,Clientes de alto valor,-6.900798,0.701840,0.671077
339,1,Clientes de alto valor,-8.975629,0.493854,2.478375
340,1,Clientes de alto valor,-5.949135,1.032045,2.514779
341,1,Clientes de alto valor,-6.197499,0.191130,2.471423
342,1,Clientes de alto valor,-10.656995,1.429023,5.895376
343,1,Clientes de alto valor,-11.620872,0.647432,5.273026
344,1,Clientes de alto valor,-5.890236,0.256088,2.515685
345,1,Clientes de alto valor,-7.674902,0.434418,1.251996
346,1,Clientes de alto valor,-7.849344,1.000275,2.432704
347,1,Clientes de alto valor,-6.194364,0.798204,2.032645
348,1,Clientes de alto valor,-5.523627,1.242861,2.038869
349,1,Clientes de alto valor,-4.514703,0.412014,2.803192
350,1,Clientes de alto valor,-8.028943,1.128268,2.028740
351,1,Clientes de alto valor,-7.607524,1.121345,2.512369
352,1,Clientes de alto valor,-8.299170,1.147010,2.689624
353,1,Clientes de alto valor,-8.712051,0.726039,2.354814
354,1,Clientes de alto valor,-3.977687,0.451589,3.044181
355,1,Clientes de alto valor,-4.919870,0.720939,2.087823
356,1,Clientes de alto valor,-5.990623,0.782374,1.701562
357,1,Clientes de alto valor,-7.088004,0.230909,0.810094
358,1,Clientes de alto valor,-3.318903,0.454949,3.979291
359,1,Clientes de alto valor,-4.964317,0.281056,2.765519
360,1,Clientes de alto valor,-5.800601,1.251835,2.546582
361,1,Clientes de alto valor,-5.219761,0.258459,2.147513
362,1,Clientes de alto valor,-3.376618,0.159193,4.409867
363,1,Clientes de alto valor,-5.137161,0.769271,1.898468
364,1,Clientes de alto valor,-7.971851,0.226000,2.263442
365,1,Clientes de alto valor,-5.300519,0.758422,1.720388
366,1,Clientes de alto valor,-9.316387,0.993017,3.328972
367,1,Clientes de alto valor,-5.853399,0.412025,1.284629
368,1,Clientes de alto valor,-5.044569,0.289070,2.253489
369,1,Clientes de alto valor,-6.102237,0.362715,2.565656
370,1,Clientes de alto valor,-6.918938,1.180234,3.575112
593,1,Clientes de alto valor,-8.291701,0.767588,1.891838
371,1,Clientes de alto valor,-8.614806,0.542060,3.006517
372,1,Clientes de alto valor,-7.329932,1.358928,1.695293
373,1,Clientes de alto valor,-10.633345,1.048978,4.704153
374,1,Clientes de alto valor,-7.246254,0.100132,1.935024
375,1,Clientes de alto valor,-6.020091,0.317364,1.575582
376,1,Clientes de alto valor,-9.113187,0.791516,2.624537
377,1,Clientes de alto valor,-4.066096,0.411575,3.134466
378,1,Clientes de alto valor,-7.523980,0.945954,1.525611
379,1,Clientes de alto valor,-7.614293,0.780456,1.064012
380,1,Clientes de alto valor,-10.622311,1.012740,4.270386
381,1,Clientes de alto valor,-6.138928,0.240458,2.432411
382,1,Clientes de alto valor,-3.708586,0.304807,3.839039
383,1,Clientes de alto valor,-7.514998,0.153119,2.919045
384,1,Clientes de alto valor,-8.978149,0.862978,2.415747
385,1,Clientes de alto valor,-5.072589,-0.066428,2.785154
386,1,Clientes de alto valor,-7.168668,0.949865,1.527287
387,1,Clientes de alto valor,-6.647440,0.220600,0.648698
388,1,Clientes de alto valor,-7.888543,1.331190,2.061483
389,1,Clientes de alto valor,-4.893619,0.193547,3.054509
390,1,Clientes de alto valor,-7.192201,0.519215,1.553673
391,1,Clientes de alto valor,-5.553486,0.456740,1.764364
392,1,Clientes de alto valor,-6.370477,0.897508,1.868191
393,1,Clientes de alto valor,-10.042473,1.241367,3.970246
394,1,Clientes de alto valor,-9.784642,0.527638,3.465547
395,1,Clientes de alto valor,-6.534490,0.699567,1.115838
396,1,Clientes de alto valor,-6.165428,0.596178,1.224386
397,1,Clientes de alto valor,-5.562755,0.561113,1.447017
398,1,Clientes de alto valor,-4.061190,0.502362,3.443168
399,1,Clientes de alto valor,-5.051550,0.406129,2.074478
400,1,Clientes de alto valor,-5.540471,0.136901,1.583864
401,1,Clientes de alto valor,-8.272622,0.853712,1.713569
402,1,Clientes de alto valor,-6.476231,0.343970,0.864133
403,1,Clientes de alto valor,-5.414176,0.415266,2.143266
404,1,Clientes de alto valor,-8.979031,1.144951,3.604612
405,1,Clientes de alto valor,-3.511742,0.496619,3.788235
406,1,Clientes de alto valor,-8.571394,0.664904,2.114436
407,1,Clientes de alto valor,-4.117643,-0.083466,3.424572
408,1,Clientes de alto valor,-6.207158,0.396153,1.252546
409,1,Clientes de alto valor,-7.149354,0.693346,1.566280
410,1,Clientes de alto valor,-4.081884,0.358656,3.054099
411,1,Clientes de alto valor,-5.469983,0.033701,2.660860
412,1,Clientes de alto valor,-5.692378,0.004451,1.783641
413,1,Clientes de alto valor,-5.744269,0.712362,1.589272
414,1,Clientes de alto valor,-5.888259,0.048236,2.465587
415,1,Clientes de alto valor,-7.362859,0.589681,0.778250
416,1,Clientes de alto valor,-5.472827,0.623963,1.807796
417,1,Clientes de alto valor,-8.415304,0.591607,1.755248
418,1,Clientes de alto valor,-8.598313,0.786928,2.194649
419,1,Clientes de alto valor,-8.654665,0.489618,3.014498
420,1,Clientes de alto valor,-8.839155,0.514468,2.654728
421,1,Clientes de alto valor,-6.719268,0.310010,0.747692
422,1,Clientes de alto valor,-4.418502,0.493431,2.669930
423,1,Clientes de alto valor,-5.146680,0.226623,2.671823
424,1,Clientes de alto valor,-5.171715,0.885642,3.719344
425,1,Clientes de alto valor,-7.554964,0.481153,1.078546
426,1,Clientes de alto valor,-4.680974,0.310180,2.573218
427,1,Clientes de alto valor,-5.146046,0.086383,2.790165
428,1,Clientes de alto valor,-4.870411,0.494846,2.574648
429,1,Clientes de alto valor,-3.810105,0.167826,3.257091
430,1,Clientes de alto valor,-6.189143,0.831431,1.896639
431,1,Clientes de alto valor,-5.592137,-0.186606,2.176991
432,1,Clientes de alto valor,-7.765775,1.011821,3.436622
433,1,Clientes de alto valor,-7.557820,1.035461,1.632836
434,1,Clientes de alto valor,-6.117480,0.747910,1.332779
435,1,Clientes de alto valor,-6.317369,0.917662,1.861957
436,1,Clientes de alto valor,-8.653268,0.814917,2.117692
437,1,Clientes de alto valor,-6.045698,0.501584,1.004664
438,1,Clientes de alto valor,-6.543690,0.131350,2.467151
439,1,Clientes de alto valor,-6.844976,0.381962,1.721052
440,1,Clientes de alto valor,-6.147190,0.629627,0.864094
441,1,Clientes de alto valor,-6.893146,1.080530,3.567206
442,1,Clientes de alto valor,-5.103607,0.231434,2.211129
443,1,Clientes de alto valor,-5.221896,0.463092,1.990117
1190,3,Clientes con mas devoluciones,1.369871,1.051596,1.831460
444,1,Clientes de alto valor,-4.911961,0.231801,2.661380
445,1,Clientes de alto valor,-7.058566,0.413319,1.291029
